ref;design;Preco_Euros
CSONDEEQUI21;ON: CS Desktop Enterprise Equipa +20 U.A.;25
CSATWEEB2B;AT: CS Web Enterprise E-Commerce B2B;1498
CSONMCDOCR;ON(m): CS Corporate Documentos Rede;19,25
CSATWADOC120;AT: CS Web Advanced Documentos 1a20 U.A.;60
CSONAMEDIPR;ON: CS Advanced Medição p/ Gestão Rede;557
CSSAEXL1P;SA: CS Enterprise XL 1º Posto;304
CSONDEEQUI5;ON: CS Desktop Enterprise Equipa 1a5 U.A.;98
CSATCLOTGSAR;AT: CS Corporate Lotes p/ Gestão Srv.Adic.Rede;192
CSEESTS;CS Enterprise Estações de Serviço;1280
CSEOBRGSA;CS Enterprise Obras p/ Gestão Srv.Adic.;398
CSONMDESUPST5;ON(m): CS Desktop Enterprise Suporte + Stocks 1a5 U.A.;14,5
CSONMCCLIR;ON(m): CS Corporate Clínica Rede;26,83
CSSAALOTPPA;SA: CS Advanced Lotes p/ POS Posto;115
CSONMCSMS;ON(m): CS Corporate SMS;6,42
NSALTCONFIG;Alteração configuração software entre servidores/fichas;176
CSDEIMOB20;CS Desktop Enterprise Imobilizado 6a20 U.A.;283
CSONAGAIR;ON: CS Advanced GenAI Rede;134
CSATWADOC100;AT: CS Web Advanced Documentos 21a100 U.A.;30
CSONWEEQPMG21;ON: CS Web Enterprise Equipamento p/ Gestão +20 U.A.;5
CSONMDACLIUA;ON(m): CS Desktop Advanced Clínica U.A.;3,17
CSATCRGPD;AT: CS Corporate RGPD;199
CSONEEQPMP20P;ON: CS Enterprise Equipamento p/ POS 11a20 Postos;30
CSONMMELOTUA;ON(m): CS Manufactor Executive Lotes U.A.;3,17
CSDECLI20;CS Desktop Enterprise Clínica 6a20 U.A.;206
CSATDEOCUG20;AT: CS Desktop Enterprise Ocupação p/ Gestão 6a20 U.A.;65
CSWCGES120;CS Web Corporate Gestão 1a20 U.A.;88
CSSADEOCUG5;SA: CS Desktop Enterprise Ocupação p/ Gestão 1a5 U.A.;93
CSSADCFORMUA;SA: CS Desktop Corporate Formação U.A.;32
CSSAWCRGPD;SA: CS Web Corporate RGPD;10
CSCIMOBR;CS Corporate Imobilizado Rede;1343
CSDCSUPUA;CS Desktop Corporate Suporte U.A.;73
CSDAIECAGUA;CS Desktop Advanced IEC Álcool p/ Gestão U.A.;37
CSONMMEMRPUA;ON(m): CS Manufactor Executive MRP U.A.;9,67
CSONWAEB2C;ON: CS Web Advanced E-Commerce B2C;618
CSONMDCIMOBUA;ON(m): CS Desktop Corporate Imobilizado U.A.;1,5
CSONMMPLAR;ON: CS Manufactor Manager Planning Rede;480
CSONMECRMSA;ON(m): CS Enterprise CRM Srv.Adic.;26,92
RENOVACSGES;Renovação da Certificação PHC CS Gestão;70
CSWALOTGUA;CS Web Advanced Lotes p/ Gestão U.A.;102
CSONDECONS5;ON: CS Desktop Enterprise Consolidação 1a5 U.A.;134
CSONCXLPA;ON: CS Corporate XL Posto Adic.;23
CSATWCVENC120;AT: CS Web Corporate Vencimentos 1a20 U.A.;27
CSONDCSERVGUA;ON: CS Desktop Corporate Serviços U.A.;6
CSATWCGREG120;AT: CS Web Corporate Grelhas p/ Gestão 1a20 U.A.;10
CSSADEGAI401;SA: CS Desktop Enterprise GenAI +400 U.A.;3
CSONMESUPR;ON(m): CS Enterprise Suporte Rede;126,42
CSMEPLATI;CS Manufactor Executive Platform Intranet;182
CSATCIMOVM;AT: CS Corporate Imóveis Mono;399
CSSAWADOC101;SA: CS Web Advanced Documentos +100 U.A.;11
CSONCEDIBSA;ON: CS Corporate EDI Broker Srv.Adic.;29
CSATEVENCSA;AT: CS Enterprise Vencimentos Srv.Adic.;936
CSATEINT;AT: CS Enterprise Intrastat;1600
CSONMCEQPMGR;ON(m): CS Corporate Equipamento p/ Gestão Rede;11,5
CSWEGAI5;CS Web Enterprise GenAI 1a5 U.A.;71
CSATDEMEDIP21;AT: CS Desktop Enterprise Medição p/ Gestão +20 U.A.;41
CSWCECOG120;CS Web Corporate Ecovalor p/ Gestão 1a20 U.A.;20
CSONEECOP10P;ON: CS Enterprise Ecovalor p/ POS 1a10 Postos;29
CSONMADEPOS;ON(m): CS Advanced Documentos Eletrónicos p/ POS;3
CSONMCRGPDPPA;ON(m): CS Corporate RGPD p/ POS Posto;2
CSDEQUALI21;CS Desktop Enterprise Qualidade +20 U.A.;103
CSDEQUADB5;CS Desktop Enterprise Qualidade+Documentos+BPM 1a5 U.A.;583
CSATDCCONTPUA;AT: CS Desktop Corporate Controlo p/ Gestão U.A.;20
CSSACSERVGR;SA: CS Corporate Serviços Rede;207
CSONCPLANPSAM;ON: CS Corporate Planeamento p/ Gestão Srv.Adic.Mono;86
CSSAWCECOG120;SA: CS Web Corporate Ecovalor p/ Gestão 1a20 U.A.;7
CSATAMULTRPA;AT: CS Advanced Multilingua p/ Restauração Posto;60
CSONWERECRU5;ON: CS Web Enterprise Recrutamento 1a5 U.A.;72
CSONMWCEB2BIUA;ON(m): CS Web Corporate E-Commerce B2B Intranet U.A.;3,17
CSONAMULTRPA;ON: CS Advanced Multilingua p/ Restauração Posto;29
CSONDELOGIG21;ON: CS Desktop Enterprise Logística p/ Gestão +20 U.A.;11
CSEEQUISA;CS Enterprise Equipa Srv.Adic.;1344
CSONWACAR101;ON: CS Web Advanced Careers +100 U.A.;2
CSONDEIECAG21;ON: CS Desktop Enterprise IEC Álcool p/ Gestão +20 U.A.;7
CSONCSUPR;ON: CS Corporate Suporte Rede;322
CSONEMULTP10P;ON: CS Enterprise Multilingua p/ POS 1a10 Postos;38
CSATCFORNR5P;AT: CS Corporate Fornecedores p/ Rest. 2a5 Postos;185
CSSAELOGIGR;SA: CS Enterprise Logística p/ Gestão Rede;828
CSONMCFROTR;ON(m): CS Corporate Frota Rede;23
CSATWEFORM20;AT: CS Web Enterprise Formação 6a20 U.A.;107
CSATDAEQUIUA;AT: CS Desktop Advanced Equipa U.A.;81
CSONMCPROJSAR;ON(m): CS Corporate Projeto p/ Gestão Srv.Adic.Rede;42,25
CSSAWASUPE;SA: CS Web Advanced Suporte Extranet;718
CSONEEDIB;ON: CS Enterprise EDI Broker;201
CSDEOCUG21;CS Desktop Enterprise Ocupação p/ Gestão +20 U.A.;59
CSCFROTSAR;CS Corporate Frota Srv.Adic.Rede;576
CSDEPLANP21;CS Desktop Enterprise Planeamento p/ Gestão +20 U.A.;29
CSSAWEOKR5;SA: CS Web Enterprise OKR 1a5 U.A.;67
CSONMDCIECAGUA;ON(m): CS Desktop Corporate IEC Álcool p/ Gestão U.A.;0,5
CSCGESCLSAM;CS Corporate Gestão Clientes Srv.Adic.Mono;209
CSONMECONTSA;ON(m): CS Enterprise Contabilidade Srv.Adic.;37,42
CSESUPSA;CS Enterprise Suporte Srv.Adic.;1897
CSDEIMOV20;CS Desktop Enterprise Imóveis 6a20 U.A.;347
CSAFORMR;CS Advanced Formação Rede;2319
CSONCRES1P;ON: CS Corporate Restauração 1º Posto;72
CSONMDEGREG20;ON(m): CS Desktop Enterprise Grelhas p/ Gestão 6a20 U.A.;1,08
CSWAEB2B;CS Web Advanced E-Commerce B2B;1998
CSONECONTPR;ON: CS Enterprise Controlo p/ Gestão Rede;346
CSATCLETR;AT: CS Corporate Letras Rede;384
CSDEGES20;CS Desktop Enterprise Gestão 6a20 U.A.;812
CSONELOGIGSA;ON: CS Enterprise Logística p/ Gestão Srv.Adic.;166
CSATATERMP;AT: CS Advanced Terminais Portáteis;760
CSWAGREGUA;CS Web Advanced Grelhas p/ Gestão U.A.;28
CSSAADEPOS;SA: CS Advanced Documentos Eletrónicos p/ POS;54
CSONMCDOCM;ON(m): CS Corporate Documentos Mono;16
CSATADESA;AT: CS Advanced Documentos Eletrónicos Srv.Adic.;181
CSSACLOTGR;SA: CS Corporate Lotes p/ Gestão Rede;276
CSSAARGPD;SA: CS Advanced RGPD;259
CSONDCCONTPUA;ON: CS Desktop Corporate Controlo p/ Gestão U.A.;10
CSONECLIR;ON: CS Enterprise Clínica Rede;1075
CSDEGES5;CS Desktop Enterprise Gestão 1a5 U.A.;1623
CSAEDIB;CS Advanced EDI Broker;419
CSONCPROJR;ON: CS Corporate Projeto p/ Gestão Rede;1013
CSSAWEEQUIE;SA: CS Web Enterprise Equipa Extranet;718
CSONAFORNRPA;ON: CS Advanced Fornecedores p/ Rest. Posto;122
CSONMAXL1P;ON(m): CS Advanced XL 1º Posto;13
CSONMDECONT5;ON(m): CS Desktop Enterprise Contabilidade 1a5 U.A.;11,42
CSSAWEEB2BIUA;SA: CS Web Enterprise E-Commerce B2B Intranet U.A.;143
CSCCRMSAM;CS Corporate CRM Srv.Adic.Mono;481
CSONCEQUIR;ON: CS Corporate Equipa Rede;276
CSATWEGES5;AT: CS Web Enterprise Gestão 1a5 U.A.;601
CSONASMS;ON: CS Advanced SMS;77
CSWADEEXT;CS Web Advanced Documentos Eletrónicos Extranet;451
CSONMESERVGSA;ON(m): CS Enterprise Serviços Srv.Adic.;8
CSSAWEGREG21;SA: CS Web Enterprise Grelhas p/ Gestão +20 U.A.;7
CSATAORCAPR;AT: CS Advanced Orçamento p/ Gestão Rede;1160
CSONEECOGSA;ON: CS Enterprise Ecovalor p/ Gestão Srv.Adic.;96
CSDAOCUGUA;CS Desktop Advanced Ocupação p/ Gestão U.A.;134
CSSACEQPMP5P;SA: CS Corporate Equipamento p/ POS 1a5 Postos;36
CSONMWERECRU5;ON(m): CS Web Enterprise Recrutamento 1a5 U.A.;6
CSSADESC21;SA: CS Desktop Enterprise Safe Credit +20 U.A.;7
CSATEXL1P;AT: CS Enterprise XL 1º Posto;424
CSECARSA;CS Enterprise Careers Srv.Adic.;702
CSONMMTOUR;ON: CS Manufactor Manager Touch Rede;134
EVOADVGOPARTNER;Advanced Evolution & GO Partner;2400
CSONAQUALISA;ON: CS Advanced Qualidade Srv.Adic.;278
CSATWCIMOB120;AT: CS Web Corporate Imobilizado 1a20 U.A.;25
CSONAIMOVR;ON: CS Advanced Imóveis Rede;557
CSONMWEGEB2C;ON(m): CS Web Enterprise Grelhas p/ E-Commerce B2C;10,25
CSCXLPA;CS Corporate XL Posto Adic.;96
CSATWEGREG5;AT: CS Web Enterprise Grelhas p/ Gestão 1a5 U.A.;45
CSONDEIECAG20;ON: CS Desktop Enterprise IEC Álcool p/ Gestão 6a20 U.A.;13
CSONMMPLAUA;ON: CS Manufactor Manager Planning U.A.;49
CSONEFORNR20P;ON: CS Enterprise Fornecedores p/ Rest. 11a20 Postos;124
CSONESERVGR;ON: CS Enterprise Serviços Rede;319
CSONMWEEQPMG20;ON(m): CS Web Enterprise Equipamento p/ Gestão 6a20 U.A.;0,83
CSATWACAR101;AT: CS Web Advanced Careers +100 U.A.;5
CSATMEPLAR;AT: CS Manufactor Executive Planning Rede;3200
CSONDAEQPMGUA;ON: CS Desktop Advanced Equipamento p/ Gestão U.A.;9
CSWEEQUI21;CS Web Enterprise Equipa +20 U.A.;77
CSONMCPLANPSAR;ON(m): CS Corporate Planeamento p/ Gestão Srv.Adic.Rede;8,67
CSONDEGAI400;ON: CS Desktop Enterprise GenAI 101a400 U.A.;3
CSONMWERECRU20;ON(m): CS Web Enterprise Recrutamento 6a20 U.A.;4,17
CSATWCECOG120;AT: CS Web Corporate Ecovalor p/ Gestão 1a20 U.A.;10
CSAPLANPR;CS Advanced Planeamento p/ Gestão Rede;1122
CSSADEGAI400;SA: CS Desktop Enterprise GenAI 101a400 U.A.;4
CSONDCREVIPUA;ON: CS Desktop Corporate Revisão de Preços U.A.;23
CSSADAFROTUA;SA: CS Desktop Advanced Frota U.A.;57
CSONMWECOLAB401;ON(m): CS Web Enterprise Colaborador +400 U.A.;0,17
CSDEEQUI21;CS Desktop Enterprise Equipa +20 U.A.;104
CSATDCECOGUA;AT: CS Desktop Corporate Ecovalor p/ Gestão U.A.;14
CSCCRMR;CS Corporate CRM Rede;1152
CSSAEMULTP10P;SA: CS Enterprise Multilingua p/ POS 1a10 Postos;57
CSSAWASMSI;SA: CS WEB Advanced SMS Intranet;28
CSONESHSTR;ON: CS Enterprise SHST Rede;553
CSATWECAR20;AT: CS Web Enterprise Careers 6a20 U.A.;50
CSONEFROTSA;ON: CS Enterprise Frota Srv.Adic.;323
CSONMWADEN;ON(m): CS Web Advanced Denúncias;0,92
CSATDACONTUA;AT: CS Desktop Advanced Contabilidade U.A.;112
CSONMAFROTR;ON(m): CS Advanced Frota Rede;46,42
CSSADCGESCLUA;SA: CS Desktop Corporate Gestão Clientes U.A.;10
CSONAFROTR;ON: CS Advanced Frota Rede;557
CSETERMR20P;CS Enterprise Terminais p/ Rest. 11a20 Postos;127
CSATECONTPR;AT: CS Enterprise Controlo p/ Gestão Rede;721
CSONMDECRM5;ON(m): CS Desktop Enterprise CRM 1a5 U.A.;8,17
CSONASUPR;ON: CS Advanced Suporte Rede;557
CSONAPLANPR;ON: CS Advanced Planeamento p/ Gestão Rede;269
CSONDEECOG21;ON: CS Desktop Enterprise Ecovalor p/ Gestão +20 U.A.;7
CSATEPLANPSA;AT: CS Enterprise Planeamento p/ Gestão Srv.Adic.;216
CSONACONTPSA;ON: CS Advanced Controlo p/ Gestão Srv.Adic.;374
CSATDAIMOBUA;AT: CS Desktop Advanced Imobilizado U.A.;112
CSAFORNPPA;CS Advanced Fornecedores p/ POS Posto;509
CSSAEMULTR20P;SA: CS Enterprise Multilingua p/ Restauração 11a20 Postos;46
CSONMEPLAR;ON: CS Manufactor Executive Planning Rede;1536
CSATCDOCM;AT: CS Corporate Documentos Mono;399
CSSADELOGIG20;SA: CS Desktop Enterprise Logística p/ Gestão 6a20 U.A.;38
CSONEESTS;ON: CS Enterprise Estações de Serviço;307
CSONAIECAGR;ON: CS Advanced IEC Álcool p/ Gestão Rede;143
CSSADCLOTGUA;SA: CS Desktop Corporate Lotes p/ Gestão U.A.;13
CSSAESHSTR;SA: CS Enterprise SHST Rede;828
CSDEOCUG5;CS Desktop Enterprise Ocupação p/ Gestão 1a5 U.A.;259
CSWEDOC400;CS Web Enterprise Documentos 101a400 U.A.;20
CSEIECAGSA;CS Enterprise IEC Álcool p/ Gestão Srv.Adic.;398
CSATDESUP20;AT: CS Desktop Enterprise Suporte 6a20 U.A.;144
EVOADVPARTNER;Advanced Evolution Partner;2400
CSONMWEEQPMG5;ON(m): CS Web Enterprise Equipamento p/ Gestão 1a5 U.A.;1,83
CSSAWADOC120;SA: CS Web Advanced Documentos 1a20 U.A.;43
CSCPGGLOM;CS Corporate Gabinetes Global Mono;2880
CSATWACAR100;AT: CS Web Advanced Careers 21a100 U.A.;17
CSONMWCGREE;ON(m): CS Web Corporate Grelhas Extranet;3,75
CSONMWECOLAB400;ON(m): CS Web Enterprise Colaborador 101a400 U.A.;0,33
CSATCPLANPSAM;AT: CS Corporate Planeamento p/ Gestão Srv.Adic.Mono;180
CSATDESUPST21;AT: CS Desktop Enterprise Suporte + Stocks +20 U.A.;89
CSONMEIECAGSA;ON(m): CS Enterprise IEC Álcool p/ Gestão Srv.Adic.;8
CSCGREGR;CS Corporate Grelhas p/ Gestão Rede;576
CSATDESUP21;AT: CS Desktop Enterprise Suporte +20 U.A.;71
CSEMULTP10P;CS Enterprise Multilingua p/ POS 1a10 Postos;158
CSONDECLI21;ON: CS Desktop Enterprise Clínica +20 U.A.;25
CSONMASUPR;ON(m): CS Advanced Suporte Rede;46,42
CSWECAR401;CS Web Enterprise Careers +400 U.A.;9
CSONMCGESCLSAR;ON(m): CS Corporate Gestão Clientes Srv.Adic.Rede;5
CSWEIMOB5;CS Web Enterprise Imobilizado 1a5 U.A.;389
CSONELOGIGR;ON: CS Enterprise Logística p/ Gestão Rede;553
CSONMAPROJR;ON(m): CS Advanced Projeto p/ Gestão Rede;121,58
CSCSUPSTM;CS Corporate Suporte + Stocks Mono;1311
CSATATERMRPA;AT: CS Advanced Terminais p/ Rest. Posto;60
CSECARR;CS Enterprise Careers Rede;2339
CSSACECOGM;SA: CS Corporate Ecovalor p/ Gestão Mono;174
CSONDEIMOV5;ON: CS Desktop Enterprise Imóveis 1a5 U.A.;166
CSATWEECOG5;AT: CS Web Enterprise Ecovalor p/ Gestão 1a5 U.A.;45
CSEXL1P;CS Enterprise XL 1º Posto;847
CSATDEOCUG21;AT: CS Desktop Enterprise Ocupação p/ Gestão +20 U.A.;30
CSSADASUPSTUA;SA: CS Desktop Advanced Suporte + Stocks U.A.;81
CSONEQUALIR;ON: CS Enterprise Qualidade Rede;1075
CSONMCXL1P;ON(m): CS Corporate XL 1º Posto;8
CSSADESUPST21;SA: CS Desktop Enterprise Suporte + Stocks +20 U.A.;64
CSONMATERMPSA;ON(m): CS Advanced Terminais Portáteis Srv.Adic.;15,17
CSDEQUALI5;CS Desktop Enterprise Qualidade 1a5 U.A.;401
CSSACSMS;SA: CS Corporate SMS;115
CSMELOTR;CS Manufactor Executive Lotes Rede;1600
CSATAMEDIPR;AT: CS Advanced Medição p/ Gestão Rede;1160
CSATWEFORM5;AT: CS Web Enterprise Formação 1a5 U.A.;212
CSSADEEQUI20;SA: CS Desktop Enterprise Equipa 6a20 U.A.;75
CSONEECOGR;ON: CS Enterprise Ecovalor p/ Gestão Rede;319
NSALTINTERNET;Alteração para proteção por internet;88
CSATDESERVG5;AT: CS Desktop Enterprise Serviços 1a5 U.A.;60
CSATDCCRMUA;AT: CS Desktop Corporate CRM U.A.;27
CSONWADOC101;ON: CS Web Advanced Documentos +100 U.A.;7
CSONCORCAPR;ON: CS Corporate Orçamento p/ Gestão Rede;438
CSWEFORM20;CS Web Enterprise Formação 6a20 U.A.;213
CSONMDECONTP21;ON(m): CS Desktop Enterprise Controlo p/ Gestão +20 U.A.;0,58
CSONEFORNP10P;ON: CS Enterprise Fornecedores p/ POS 1a10 Postos;155
CSONCSERVGSAR;ON: CS Corporate Serviços Srv.Adic.Rede;69
CSONMCREVIPM;ON(m): CS Corporate Revisão de Preços Mono;30,42
CSONMCSUPSTR;ON(m): CS Corporate Suporte + Stocks Rede;31,5
CSONMDESUPST20;ON(m): CS Desktop Enterprise Suporte + Stocks 6a20 U.A.;7,17
CSATCESTS;AT: CS Corporate Estações de Serviço;320
CSMMPLATR;CS Manufactor Manager Platform Rede;3826
CSADEN;CS Advanced Denúncias;720
CSDELET21;CS Desktop Enterprise Letras +20 U.A.;91
CSONWECOLAB401;ON: CS Web Enterprise Colaborador +400 U.A.;2
CSDCPGCRMUA;CS Desktop Corporate Gestão Completo + CRM Comercial U.A.;143
CSSACFORNP1P;SA: CS Corporate Fornecedores p/ POS 1º Posto;109
CSATEREVIPR;AT: CS Enterprise Revisão de Preços Rede;1521
CSCSINC5P;CS Corporate Sincro 1a5 Postos;158
CSCSERVGSAR;CS Corporate Serviços Srv.Adic.Rede;288
CSCPGSM;CS Corporate Gestão Completo + Suporte Mono;2638
CSONDAEQUIUA;ON: CS Desktop Advanced Equipa U.A.;39
CSONMMTOUUA;ON: CS Manufactor Manager Touch U.A.;12
CSDCEQUIUA;CS Desktop Corporate Equipa U.A.;54
CSONETERMR21P;ON: CS Enterprise Terminais p/ Rest. +20 Postos;25
CSONWEEB2BIUA;ON: CS Web Enterprise E-Commerce B2B Intranet U.A.;96
CSONWAOKR120;ON: CS Web Advanced OKR 1a20 U.A.;23
CSSAWEDOC401;SA: CS Web Enterprise Documentos +400 U.A.;4
CSONWEGREE;ON: CS Web Enterprise Grelhas Extranet;123
CSATWEVENCUA;AT: CS Web Enterprise Vencimentos U.A.;208
CSATAPLANPR;AT: CS Advanced Planeamento p/ Gestão Rede;561
CSONMDECAR5;ON(m): CS Desktop Enterprise Careers 1a5 U.A.;11,42
CSSAWAOKR101;SA: CS Web Advanced OKR +100 U.A.;4
CSONMASCSA;ON(m): CS Advanced Safe Credit Srv.Adic.;3,33
CSCSUPR;CS Corporate Suporte Rede;1343
CERTUPCORENT;Evolução Certificação PHC CS Corporate/Enterprise;200
CSONMDEQUALI20;ON(m): CS Desktop Enterprise Qualidade 6a20 U.A.;4,08
CSDCCLIUA;CS Desktop Corporate Clínica U.A.;73
CSETERMPSA;CS Enterprise Terminais Portáteis Srv.Adic.;961
CSONADOCBSA;ON: CS Advanced Documentos + BPM Srv.Adic.;278
CSATEFORNP21P;AT: CS Enterprise Fornecedores p/ POS +20 Postos;207
CSONMDASUPUA;ON(m): CS Desktop Advanced Suporte U.A.;3,25
CSCGESM;CS Corporate Gestão Mono;1920
CSATWERECRU5;AT: CS Web Enterprise Recrutamento 1a5 U.A.;149
CSONDECONT5;ON: CS Desktop Enterprise Contabilidade 1a5 U.A.;137
CSONARGPD;ON: CS Advanced RGPD;173
CSSAEPOS10P;SA: CS Enterprise POS 1a10 Postos;348
CSONMAQUALISA;ON(m): CS Advanced Qualidade Srv.Adic.;23,17
CSATEPLANPR;AT: CS Enterprise Planeamento p/ Gestão Rede;721
CSONMARGPDPPA;ON(m): CS Advanced RGPD p/ POS Posto;3,75
CSCIECAP5P;CS Corporate IEC Álcool p/ POS 1a5 Postos;75
CSATCDOCSAR;AT: CS Corporate Documentos Srv.Adic.Rede;241
CSATCOBRGR;AT: CS Corporate Obras p/ Gestão Rede;384
CSATDECONS20;AT: CS Desktop Enterprise Consolidação 6a20 U.A.;139
CSONCECOGSAR;ON: CS Corporate Ecovalor p/ Gestão Srv.Adic.Rede;69
CSWECAR400;CS Web Enterprise Careers 101a400 U.A.;17
CSONAPOSPA;ON: CS Advanced POS Posto Adic.;145
CSONMWEECOG20;ON(m): CS Web Enterprise Ecovalor p/ Gestão 6a20 U.A.;0,83
CSSADEQUADB5;SA: CS Desktop Enterprise Qualidade+Documentos+BPM 1a5 U.A.;210
CSATAGREGSA;AT: CS Advanced Grelhas p/ Gestão Srv.Adic.;149
CSASUPR;CS Advanced Suporte Rede;2319
CSSAACLIR;SA: CS Advanced Clínica Rede;833
CSCIECAGSAM;CS Corporate IEC Álcool p/ Gestão Srv.Adic.Mono;242
CSSADEOBRG21;SA: CS Desktop Enterprise Obras p/ Gestão +20 U.A.;10
CSONMDAVENCUA;ON(m): CS Desktop Advanced Vencimentos U.A.;4,5
CSDEGAI20;CS Desktop Enterprise GenAI 6a20 U.A.;72
CSCVENCM;CS Corporate Vencimentos Mono;1152
CSALETSA;CS Advanced Letras Srv.Adic.;1160
CSCMESTSPA;CS Corporate Multi Estação Serviço Posto Adic.;639
CSSACECOP5P;SA: CS Corporate Ecovalor p/ POS 1a5 Postos;27
CSSAWAECOE;SA: CS Web Advanced Ecovalor Extranet;86
CSCPGCRMR;CS Corporate Gestão Completo + CRM Comercial Rede;2880
CSATCSUPM;AT: CS Corporate Suporte Mono;561
CSONCVENCR;ON: CS Corporate Vencimentos Rede;332
CSONEPROJR;ON: CS Enterprise Projeto p/ Gestão Rede;1881
CSONECONTSA;ON: CS Enterprise Contabilidade Srv.Adic.;449
CSONCFROTSAR;ON: CS Corporate Frota Srv.Adic.Rede;138
CSONMCEQUIM;ON(m): CS Corporate Equipa Mono;19,25
CSONMEIECAGR;ON(m): CS Enterprise IEC Álcool p/ Gestão Rede;26,58
CSSAWCFORM120;SA: CS Web Corporate Formação 1a20 U.A.;25
CSWAGREE;CS Web Advanced Grelhas Extranet;238
CSONMCGREGSAM;ON(m): CS Corporate Grelhas p/ Gestão Srv.Adic.Mono;4,83
CSONDEPROJ5;ON: CS Desktop Enterprise Projeto p/ Gestão 1a5 U.A.;169
CSONMDELET20;ON(m): CS Desktop Enterprise Letras 6a20 U.A.;3,5
CSDCCONTUA;CS Desktop Corporate Contabilidade U.A.;73
CSSAWCEB2C;SA: CS Web Corporate E-Commerce B2C;462
CSONDEPROJ21;ON: CS Desktop Enterprise Projeto p/ Gestão +20 U.A.;42
CSSAWABC10;SA: CS Web Advanced Bank Connector 10;398
CSONMDEDOCB21;ON(m): CS Desktop Enterprise Documentos + BPM +20 U.A.;1,92
CSONMDECONT20;ON(m): CS Desktop Enterprise Contabilidade 6a20 U.A.;5,67
CSSAAMULT;SA: CS Advanced Multilingua;299
CSATCRGPDSA;AT: CS Corporate RGPD Srv.Adic.;100
CSDEVENC21;CS Desktop Enterprise Vencimentos +20 U.A.;141
CSDEPLANP5;CS Desktop Enterprise Planeamento p/ Gestão 1a5 U.A.;130
CSONMDEPLANP21;ON(m): CS Desktop Enterprise Planeamento p/ Gestão +20 U.A.;0,58
CSONCFORNR5P;ON: CS Corporate Fornecedores p/ Rest. 2a5 Postos;89
CSONMWACAR101;ON(m): CS Web Advanced Careers +100 U.A.;0,17
CSCIMOVM;CS Corporate Imóveis Mono;798
CSONCIMOBR;ON: CS Corporate Imobilizado Rede;322
CSONDECONTP5;ON: CS Desktop Enterprise Controlo p/ Gestão 1a5 U.A.;31
CSONDECLI20;ON: CS Desktop Enterprise Clínica 6a20 U.A.;49
CSONDEDOCB5;ON: CS Desktop Enterprise Documentos + BPM 1a5 U.A.;88
CSDEFORM21;CS Desktop Enterprise Formação +20 U.A.;142
CSWAFORMUA;CS Web Advanced Formação U.A.;120
CSWCECOE;CS Web Corporate Ecovalor Extranet;187
CSDAQUALIUA;CS Desktop Advanced Qualidade U.A.;159
CSCECOGM;CS Corporate Ecovalor p/ Gestão Mono;483
CSONMCMESTSPA;ON(m): CS Corporate Multi Estação Serviço Posto Adic.;12,75
CSONMDCIMOVUA;ON(m): CS Desktop Corporate Imóveis U.A.;0,92
CSONDEOCUG21;ON: CS Desktop Enterprise Ocupação p/ Gestão +20 U.A.;14
CSONWEEQUI21;ON: CS Web Enterprise Equipa +20 U.A.;18
CSONMWAGAI101;ON(m): CS Web Advanced GenAI +100 U.A.;0,08
CSATACONTPSA;AT: CS Advanced Controlo p/ Gestão Srv.Adic.;780
CSONCIECAGR;ON: CS Corporate IEC Álcool p/ Gestão Rede;138
CSATCLETM;AT: CS Corporate Letras Mono;320
CSEQUADBR;CS Enterprise Qualidade+Documentos+BPM Rede;6465
CSSAAIMOBR;SA: CS Advanced Imobilizado Rede;1121
CSSADEGAI20;SA: CS Desktop Enterprise GenAI 6a20 U.A.;26
CSONCCONTPSAR;ON: CS Corporate Controlo p/ Gestão Srv.Adic.Rede;104
CSONMDESUPST21;ON(m): CS Desktop Enterprise Suporte + Stocks +20 U.A.;3,5
CSAPOS1P;CS Advanced POS 1º Posto;504
CSATDEREVIP21;AT: CS Desktop Enterprise Revisão de Preços +20 U.A.;37
CSONWEGAI100;ON: CS Web Enterprise GenAI 21a100 U.A.;9
CSCEQPMGR;CS Corporate Equipamento p/ Gestão Rede;576
CSONEIMOVR;ON: CS Enterprise Imóveis Rede;1843
CSWESUP21;CS Web Enterprise Suporte +20 U.A.;106
CSONMDEQUADB5;ON(m): CS Desktop Enterprise Qualidade+Documentos+BPM 1a5 U.;11,67
CSATEQUALISA;AT: CS Enterprise Qualidade Srv.Adic.;672
CSDECAR5;CS Desktop Enterprise Careers 1a5 U.A.;569
CSATWCEB2B;AT: CS Web Corporate E-Commerce B2B;499
CSONMWECRM21;ON(m): CS Web Enterprise CRM +20 U.A.;1,5
CSONESUPSTR;ON: CS Enterprise Suporte + Stocks Rede;1901
CSSACMULTP5P;SA: CS Corporate Multilingua p/ POS 1a5 Postos;30
CSONDESC5;ON: CS Desktop Enterprise Safe Credit 1a5 U.A.;9
CSONDEFORM21;ON: CS Desktop Enterprise Formação +20 U.A.;34
CSONDEFORM5;ON: CS Desktop Enterprise Formação 1a5 U.A.;138
CSONMMEPLATUA;ON(m): CS Manufactor Executive Platform U.A.;18,92
CSWADEINT;CS Web Advanced Documentos Eletrónicos Intranet;46
CSSADAGAI100;SA: CS Desktop Advanced GenAI 21a100 U.A.;8
CSAGAIR;CS Advanced GenAI Rede;560
CSWECAR5;CS Web Enterprise Careers 1a5 U.A.;131
CSSAESMS;SA: CS Enterprise SMS;174
