ref;design;Preco_Euros
CSATDECRM21;AT: CS Desktop Enterprise CRM +20 U.A.;50
CSATWESUP20;AT: CS Web Enterprise Suporte 6a20 U.A.;102
CSDESUPST5;CS Desktop Enterprise Suporte + Stocks 1a5 U.A.;689
CSATEMULTR21P;AT: CS Enterprise Multilingua p/ Restauração +20 Postos;50
CSSAWACOLAB120;SA: CS Web Advanced Colaborador 1a20 U.A.;20
CSONCFORNP5P;ON: CS Corporate Fornecedores p/ POS 2a5 Postos;68
CSATACONTSA;AT: CS Advanced Contabilidade Srv.Adic.;743
CSONWEGREG21;ON: CS Web Enterprise Grelhas p/ Gestão +20 U.A.;4
CSATCORCAPSAR;AT: CS Corporate Orçamento p/ Gestão Srv.Adic.Rede;435
CSAREVIPR;CS Advanced Revisão de Preços Rede;2208
CSDEMEDIP20;CS Desktop Enterprise Medição p/ Gestão 6a20 U.A.;142
CSONMDAOCUGUA;ON(m): CS Desktop Advanced Ocupação p/ Gestão U.A.;2
CSATWACRMUA;AT: CS Web Advanced CRM U.A.;57
CSSAWEGAI400;SA: CS Web Enterprise GenAI 101a400 U.A.;3
CSATMMPLAR;AT: CS Manufactor Manager Planning Rede;952
CSONCGESM;ON: CS Corporate Gestão Mono;338
CSONMCIECAGSAM;ON(m): CS Corporate IEC Álcool p/ Gestão Srv.Adic.Mono;3,58
CSCSERVGM;CS Corporate Serviços Mono;460
CSSAWADOC101;SA: CS Web Advanced Documentos +100 U.A.;10
CSSADEIMOB20;SA: CS Desktop Enterprise Imobilizado 6a20 U.A.;89
CSAMULTSA;CS Advanced Multilingua Srv.Adic.;396
CSONEEQPMGR;ON: CS Enterprise Equipamento p/ Gestão Rede;234
CSWECOLAB20;CS Web Enterprise Colaborador 6a20 U.A.;89
CERTGODP;Certificação PHC GO Developer Partner;50
CSATMMLOTUA;AT: CS Manufactor Manager Lotes U.A.;25
CSONMMMPLATIUA;ON(m): CS Manufactor Manager Platform Intranet U.A.;0,17
CSONMDCGESTEUA;ON(m): CS Desktop Corporate Gestão Terceiros U.A.;1,33
CSSADEGES5;SA: CS Desktop Enterprise Gestão 1a5 U.A.;510
CSONDECONT5;ON: CS Desktop Enterprise Contabilidade 1a5 U.A.;100
CSONMWERECRU20;ON(m): CS Web Enterprise Recrutamento 6a20 U.A.;3,08
CSATCESTS;AT: CS Corporate Estações de Serviço;305
CSSACPOS5P;SA: CS Corporate POS 2a5 Postos;132
CSSAWACAR120;SA: CS Web Advanced Careers 1a20 U.A.;21
CSSAWARECRU120;SA: CS Web Advanced Recrutamento 1a20 U.A.;48
CSONMWEIMOB5;ON(m): CS Web Enterprise Imobilizado 1a5 U.A.;5,67
CSONDAFROTUA;ON: CS Desktop Advanced Frota U.A.;28
CSONASUPSTR;ON: CS Advanced Suporte + Stocks Rede;549
CSCFORNR5P;CS Corporate Fornecedores p/ Rest. 2a5 Postos;366
CSONMCRES5P;ON(m): CS Corporate Restauração 2a5 Postos;6,17
CSATEIMOBSA;AT: CS Enterprise Imobilizado Srv.Adic.;891
CSSADEGREG5;SA: CS Desktop Enterprise Grelhas p/ Gestão 1a5 U.A.;38
CSONMMEGREPUA;ON(m): CS Manufactor Executive Grelhas U.A.;3,58
CSATCECOGSAR;AT: CS Corporate Ecovalor p/ Gestão Srv.Adic.Rede;137
CSSADACONTUA;SA: CS Desktop Advanced Contabilidade U.A.;70
CSONMDASHSTUA;ON(m): CS Desktop Advanced SHST U.A.;0,83
CSONMDESC21;ON(m): CS Desktop Enterprise Safe Credit +20 U.A.;0,33
CSDESUPST21;CS Desktop Enterprise Suporte + Stocks +20 U.A.;168
CSONMDCGAIUA;ON(m): CS Desktop Corporate GenAI U.A.;0,5
CSONDESC21;ON: CS Desktop Enterprise Safe Credit +20 U.A.;4
CSONCSUPSTSAM;ON: CS Corporate Suporte + Stocks Srv.Adic.Mono;115
CSDECAR5;CS Desktop Enterprise Careers 1a5 U.A.;541
CSACLIR;CS Advanced Clínica Rede;2208
CSONMWEGAI400;ON(m): CS Web Enterprise GenAI 101a400 U.A.;0,17
CSDEIECAG5;CS Desktop Enterprise IEC Álcool p/ Gestão 1a5 U.A.;114
CSONWCDOC120;ON: CS Web Corporate Documentos 1a20 U.A.;6
CSEGESR;CS Enterprise Gestão Rede;7310
CSATCPLANPM;AT: CS Corporate Planeamento p/ Gestão Mono;343
CSSADALOGIGUA;SA: CS Desktop Advanced Logística p/ Gestão U.A.;44
CSWEGAI400;CS Web Enterprise GenAI 101a400 U.A.;9
CSSAWADEEXT;SA: CS Web Advanced Documentos Eletrónicos Extranet;142
CSMEPLAUA;CS Manufactor Executive Planning U.A.;609
CERTUPCORADV;Evolução Certificação PHC CS Corporate/Advanced;100
CSATAFORNRPA;AT: CS Advanced Fornecedores p/ Rest. Posto;252
CSSAWACAR100;SA: CS Web Advanced Careers 21a100 U.A.;11
CSSAWCEB2B;SA: CS Web Corporate E-Commerce B2B;314
CSONMWADOC120;ON(m): CS Web Advanced Documentos 1a20 U.A.;1,75
CSONMAGREPPA;ON(m): CS Advanced Grelhas p/ POS Posto;1,42
CSONMCECOP5P;ON(m): CS Corporate Ecovalor p/ POS 1a5 Postos;1,08
CSATACARSA;AT: CS Advanced Careers Srv.Adic.;279
CSSAECLIR;SA: CS Enterprise Clínica Rede;1407
CSCECOGM;CS Corporate Ecovalor p/ Gestão Mono;460
CSONMARGPDSA;ON(m): CS Advanced RGPD Srv.Adic.;5,25
CSATCSUPR;AT: CS Corporate Suporte Rede;640
CSATCIECAGR;AT: CS Corporate IEC Álcool p/ Gestão Rede;274
CSONEQUALIR;ON: CS Enterprise Qualidade Rede;789
CSATCFORNR1P;AT: CS Corporate Fornecedores p/ Rest. 1º Posto;150
CSONWAEDIB;ON: CS Web Advanced EDI Broker;8
CSONMDEREVIP21;ON(m): CS Desktop Enterprise Revisão de Preços +20 U.A.;1,08
CSDCMEDIPUA;CS Desktop Corporate Medição p/ Gestão U.A.;91
CSATDCOBRGUA;AT: CS Desktop Corporate Obras p/ Gestão U.A.;17
CSAOKRR;CS Advanced OKR Rede;1656
CSSACOBRGM;SA: CS Corporate Obras p/ Gestão Mono;201
CSSACFAT3P;SA: CS Corporate Faturação 2a3 Postos;115
CSATEPLANPSA;AT: CS Enterprise Planeamento p/ Gestão Srv.Adic.;206
CSONDCREVIPUA;ON: CS Desktop Corporate Revisão de Preços U.A.;17
CSSAWCDOC120;SA: CS Web Corporate Documentos 1a20 U.A.;10
CSSAAIECAGR;SA: CS Advanced IEC Álcool p/ Gestão Rede;187
CSONMEMULTP21P;ON(m): CS Enterprise Multilingua p/ POS +20 Postos;1,5
CSONMAQUALIR;ON(m): CS Advanced Qualidade Rede;34
CSDEEQUI20;CS Desktop Enterprise Equipa 6a20 U.A.;199
CSSACECOGR;SA: CS Corporate Ecovalor p/ Gestão Rede;181
CSMELOTR;CS Manufactor Executive Lotes Rede;1523
CSDEGREG20;CS Desktop Enterprise Grelhas p/ Gestão 6a20 U.A.;53
CSATDEOCUG21;AT: CS Desktop Enterprise Ocupação p/ Gestão +20 U.A.;28
CSSAELOGIGR;SA: CS Enterprise Logística p/ Gestão Rede;724
CSSAWCDOCE;SA: CS Web Corporate Documentos Extranet;156
CSONCIECAGSAR;ON: CS Corporate IEC Álcool p/ Gestão Srv.Adic.Rede;51
CSONDASERVGUA;ON: CS Desktop Advanced Serviços U.A.;7
CSONWEFORME;ON: CS Web Enterprise Formação Extranet;528
CSSAERGPDRPA;SA: CS Enterprise RGPD p/ Restauração Posto;79
CSATMEMRPUA;AT: CS Manufactor Executive MRP U.A.;230
CSONCSINC5P;ON: CS Corporate Sincro 1a5 Postos;28
CSONWEFORM5;ON: CS Web Enterprise Formação 1a5 U.A.;75
CSONMCCLIM;ON(m): CS Corporate Clínica Mono;16,5
CSONMASUPSTR;ON(m): CS Advanced Suporte + Stocks Rede;45,75
CSSACFROTR;SA: CS Corporate Frota Rede;362
CSATALOGIGSA;AT: CS Advanced Logística p/ Gestão Srv.Adic.;472
CSSAWESUPE;SA: CS Web Enterprise Suporte Extranet;941
CSONMWADEINT;ON(m): CS Web Advanced Documentos Eletrónicos Intranet;0,67
CSATASHSTR;AT: CS Advanced SHST Rede;420
CSONCMESTSPA;ON: CS Corporate Multi Estação Serviço Posto Adic.;113
CSONMWARECRU120;ON(m): CS Web Advanced Recrutamento 1a20 U.A.;2,25
CSONDCFORMUA;ON: CS Desktop Corporate Formação U.A.;16
CSONWAVENCUA;ON: CS Web Advanced Vencimentos U.A.;37
CSATWEDEEXT;AT: CS Web Enterprise Documentos Eletrónicos Extranet;356
CSONMCTERMP;ON(m): CS Corporate Terminais Portáteis;11,75
CSONMDESUP5;ON(m): CS Desktop Enterprise Suporte 1a5 U.A.;8,42
CSWEFORM21;CS Web Enterprise Formação +20 U.A.;101
CSONMWECRM20;ON(m): CS Web Enterprise CRM 6a20 U.A.;2,25
CSONWCEB2BIUA;ON: CS Web Corporate E-Commerce B2B Intranet U.A.;28
CSONEFROTR;ON: CS Enterprise Frota Rede;789
CSATEIECAGR;AT: CS Enterprise IEC Álcool p/ Gestão Rede;632
CSMEMRPR;CS Manufactor Executive MRP Rede;4569
CSONMATERMP;ON(m): CS Advanced Terminais Portáteis;22,33
CSSAAPGLOW;SA: CS Web Advanced Global Web;3327
CSATDAEQUIUA;AT: CS Desktop Advanced Equipa U.A.;77
CSDEGREG5;CS Desktop Enterprise Grelhas p/ Gestão 1a5 U.A.;116
CSONMETOUR;ON: CS Manufactor Executive Touch Rede;282
CSSAWESUP20;SA: CS Web Enterprise Suporte 6a20 U.A.;67
CSDESHST21;CS Desktop Enterprise SHST +20 U.A.;45
CSDCGAIUA;CS Desktop Corporate GenAI U.A.;30
CSONMALOGIGR;ON(m): CS Advanced Logística p/ Gestão Rede;29,08
CSONCSERVGSAR;ON: CS Corporate Serviços Srv.Adic.Rede;51
CSATCMULTP5P;AT: CS Corporate Multilingua p/ POS 1a5 Postos;40
CSONMCGREGSAM;ON(m): CS Corporate Grelhas p/ Gestão Srv.Adic.Mono;3,58
CSONMEQUALIR;ON(m): CS Enterprise Qualidade Rede;65,75
CSSAWECRM5;SA: CS Web Enterprise CRM 1a5 U.A.;94
CSONMEEQPMP20P;ON(m): CS Enterprise Equipamento p/ POS 11a20 Postos;1,83
CSDEIECAG21;CS Desktop Enterprise IEC Álcool p/ Gestão +20 U.A.;27
CSSAECRMR;SA: CS Enterprise CRM Rede;1407
CSONCVENCM;ON: CS Corporate Vencimentos Mono;203
CSSAAMULTPPA;SA: CS Advanced Multilingua p/ POS Posto;38
CSSACOCUGR;SA: CS Corporate Ocupação p/ Gestão Rede;241
CSONCCRMR;ON: CS Corporate CRM Rede;203
CSONMWECAR20;ON(m): CS Web Enterprise Careers 6a20 U.A.;1,42
CSAMESTS1P;CS Advanced Multi Estação Serviço 1º Posto;494
CSWEEB2BIUA;CS Web Enterprise E-Commerce B2B Intranet U.A.;379
CSATCSUPSTR;AT: CS Corporate Suporte + Stocks Rede;749
CSWECONT5;CS Web Enterprise Contabilidade 1a5 U.A.;395
CSCPOS1P;CS Corporate POS 1º Posto;299
CSWAEDIB;CS Web Advanced EDI Broker;45
CSONMEECOP20P;ON(m): CS Enterprise Ecovalor p/ POS 11a20 Postos;1,42
CSATWECOLAB400;AT: CS Web Enterprise Colaborador 101a400 U.A.;8
CSONCCLIR;ON: CS Corporate Clínica Rede;237
CSONEIMOBR;ON: CS Enterprise Imobilizado Rede;1099
CSONDEFORM20;ON: CS Desktop Enterprise Formação 6a20 U.A.;51
CSSAWAEB2BIUA;SA: CS Web Advanced E-Commerce B2B Intranet U.A.;86
CSWAGAI101;CS Web Advanced GenAI +100 U.A.;5
CSSADEQUALI20;SA: CS Desktop Enterprise Qualidade 6a20 U.A.;65
CSEMEDIPSA;CS Enterprise Medição p/ Gestão Srv.Adic.;959
CSMMMRPUA;CS Manufactor Manager MRP U.A.;142
CSSACOBRGR;SA: CS Corporate Obras p/ Gestão Rede;241
CSSADCGESUA;SA: CS Desktop Corporate Gestão U.A.;37
CERTIFCOR;Certificação PHC CS Corporate;200
CSONCMEDIPM;ON: CS Corporate Medição p/ Gestão Mono;268
CSONCEQPMGM;ON: CS Corporate Equipamento p/ Gestão Mono;85
CSATDESUPST21;AT: CS Desktop Enterprise Suporte + Stocks +20 U.A.;84
CSSACEQUIR;SA: CS Corporate Equipa Rede;362
CSONDEDOCB21;ON: CS Desktop Enterprise Documentos + BPM +20 U.A.;16
CSATWEEB2BIUA;AT: CS Web Enterprise E-Commerce B2B Intranet U.A.;190
CSECARSA;CS Enterprise Careers Srv.Adic.;668
CSATCVENCR;AT: CS Corporate Vencimentos Rede;658
CSONMWEIMOB20;ON(m): CS Web Enterprise Imobilizado 6a20 U.A.;2,83
CSATDACLIUA;AT: CS Desktop Advanced Clínica U.A.;76
CSMMPLATR;CS Manufactor Manager Platform Rede;3642
CSCLOTGSAR;CS Corporate Lotes p/ Gestão Srv.Adic.Rede;366
CSMEPLASA;CS Manufactor Executive Planning Srv.Adic.;3046
CSATCIECAGM;AT: CS Corporate IEC Álcool p/ Gestão Mono;230
CSDAGAI101;CS Desktop Advanced GenAI +100 U.A.;7
CSONMEPLATI;ON: CS Manufactor Executive Platform Intranet;32
CSONCRGPDRPA;ON: CS Corporate RGPD p/ Restauração Posto;18
CSONCOCUGR;ON: CS Corporate Ocupação p/ Gestão Rede;135
CSSACLOTP5P;SA: CS Corporate Lotes p/ POS 1a5 Postos;74
CSONMDCIMOVUA;ON(m): CS Desktop Corporate Imóveis U.A.;0,67
CSATEPROJSA;AT: CS Enterprise Projeto p/ Gestão Srv.Adic.;1120
CSONCEQPMGR;ON: CS Corporate Equipamento p/ Gestão Rede;101
CSWCFORME;CS Web Corporate Formação Extranet;950
CSONMEEQPMGSA;ON(m): CS Enterprise Equipamento p/ Gestão Srv.Adic.;5,83
CSONMDAGAI120;ON(m): CS Desktop Advanced GenAI 1a20 U.A.;0,75
CSSACCONTPM;SA: CS Corporate Controlo p/ Gestão Mono;226
CSATWESUP5;AT: CS Web Enterprise Suporte 1a5 U.A.;202
CSEMULTR21P;CS Enterprise Multilingua p/ Restauração +20 Postos;99
CSATDESUPST5;AT: CS Desktop Enterprise Suporte + Stocks 1a5 U.A.;345
CSATDCSERVGUA;AT: CS Desktop Corporate Serviços U.A.;13
CSONMEMULTR21P;ON(m): CS Enterprise Multilingua p/ Restauração +20 Postos;1,5
CSSAEOCUGR;SA: CS Enterprise Ocupação p/ Gestão Rede;905
CSATEIECAP20P;AT: CS Enterprise IEC Álcool p/ POS 11a20 Postos;47
CSDEECOG20;CS Desktop Enterprise Ecovalor p/ Gestão 6a20 U.A.;53
CSATCVENCM;AT: CS Corporate Vencimentos Mono;549
CSONECONSR;ON: CS Enterprise Consolidação Rede;1099
CSATMELOTR;AT: CS Manufactor Executive Lotes Rede;762
CSWAFORMUA;CS Web Advanced Formação U.A.;114
CSONWCEB2C;ON: CS Web Corporate E-Commerce B2C;226
CSONMESUPR;ON(m): CS Enterprise Suporte Rede;92,75
CSONMDEMEDIP21;ON(m): CS Desktop Enterprise Medição p/ Gestão +20 U.A.;1,17
CSWEEQUI20;CS Web Enterprise Equipa 6a20 U.A.;146
CSDAEQUIUA;CS Desktop Advanced Equipa U.A.;153
CSSADAECOGUA;SA: CS Desktop Advanced Ecovalor p/ Gestão U.A.;12
CSONMDEGAI5;ON(m): CS Desktop Enterprise GenAI 1a5 U.A.;1,33
CSDEIMOB21;CS Desktop Enterprise Imobilizado +20 U.A.;135
CSSADEORCAP20;SA: CS Desktop Enterprise Orçamento p/ Gestão 6a20 U.A.;47
CSDEORCAP5;CS Desktop Enterprise Orçamento p/ Gestão 1a5 U.A.;284
CSONMAFROTSA;ON(m): CS Advanced Frota Srv.Adic.;17
CSONDEEQUI5;ON: CS Desktop Enterprise Equipa 1a5 U.A.;72
CSATDEQUADB21;AT: CS Desktop Enterprise Qualidade+Documentos+BPM +20 U.A.;69
CSONMAEQPMGSA;ON(m): CS Advanced Equipamento p/ Gestão Srv.Adic.;4,42
CSATDACONTUA;AT: CS Desktop Advanced Contabilidade U.A.;107
CSAGAIR;CS Advanced GenAI Rede;533
CSCDERES;CS Corporate Documentos Eletrónicos p/ Restauração;79
CSSADEMEDIP21;SA: CS Desktop Enterprise Medição p/ Gestão +20 U.A.;25
CSONMDAPROJUA;ON(m): CS Desktop Advanced Projeto p/ Gestão U.A.;6,25
CSAPGLOR;CS Advanced Global Rede;11367
CSATWAIMOBUA;AT: CS Web Advanced Imobilizado U.A.;73
CSASCSA;CS Advanced Safe Credit Srv.Adic.;160
CSONDESERVG21;ON: CS Desktop Enterprise Serviços +20 U.A.;5
CSONMDEDOCB5;ON(m): CS Desktop Enterprise Documentos + BPM 1a5 U.A.;5,33
CSAECOGR;CS Advanced Ecovalor p/ Gestão Rede;567
CSATWEDOC100;AT: CS Web Enterprise Documentos 21a100 U.A.;34
CSONCGESCLSAR;ON: CS Corporate Gestão Clientes Srv.Adic.Rede;44
SQL22CLSTANDARD;SQL Server Standard Edition 2022 - 2 Licences CORE;7099
CSSAEFORNR20P;SA: CS Enterprise Fornecedores p/ Rest. 11a20 Postos;169
CSONMELETSA;ON(m): CS Enterprise Letras Srv.Adic.;17,5
CSONMDEORCAP5;ON(m): CS Desktop Enterprise Orçamento p/ Gestão 1a5 U.A.;4,42
CSSADAIMOBUA;SA: CS Desktop Advanced Imobilizado U.A.;70
CSONDCCONTPUA;ON: CS Desktop Corporate Controlo p/ Gestão U.A.;7
CSATACLISA;AT: CS Advanced Clínica Srv.Adic.;552
CSEECOP10P;CS Enterprise Ecovalor p/ POS 1a10 Postos;114
CSONMMMRPUA;ON: CS Manufactor Manager MRP U.A.;26
CSATMEPLATIUA;AT: CS Manufactor Executive Platform Intranet U.A.;8
CSONMCOCUGSAR;ON(m): CS Corporate Ocupação p/ Gestão Srv.Adic.Rede;5,67
CSONCPROJSAM;ON: CS Corporate Projeto p/ Gestão Srv.Adic.Mono;310
CSONDEGES20;ON: CS Desktop Enterprise Gestão 6a20 U.A.;143
CSCSERVGSAM;CS Corporate Serviços Srv.Adic.Mono;230
CSONMDEIMOB5;ON(m): CS Desktop Enterprise Imobilizado 1a5 U.A.;8,33
CSAIECAGSA;CS Advanced IEC Álcool p/ Gestão Srv.Adic.;284
CERTIFENT;Certificação PHC CS Enterprise;350
CSSADAEQPMGUA;SA: CS Desktop Advanced Equipamento p/ Gestão U.A.;12
CSONMCOCUGSAM;ON(m): CS Corporate Ocupação p/ Gestão Srv.Adic.Mono;4,67
CSDAFROTUA;CS Desktop Advanced Frota U.A.;151
CSATDCCLIUA;AT: CS Desktop Corporate Clínica U.A.;35
CSSACECOP5P;SA: CS Corporate Ecovalor p/ POS 1a5 Postos;23
CSONWECOLAB20;ON: CS Web Enterprise Colaborador 6a20 U.A.;16
CSONWAOKR100;ON: CS Web Advanced OKR 21a100 U.A.;9
CSDASUPSTUA;CS Desktop Advanced Suporte + Stocks U.A.;213
CSONAOKRR;ON: CS Advanced OKR Rede;306
CSETERMR20P;CS Enterprise Terminais p/ Rest. 11a20 Postos;121
CSSADCEQUIUA;SA: CS Desktop Corporate Equipa U.A.;17
CSWEDEEXT;CS Web Enterprise Documentos Eletrónicos Extranet;711
CSDEOBRG20;CS Desktop Enterprise Obras p/ Gestão 6a20 U.A.;52
CSONMWACONTUA;ON(m): CS Web Advanced Contabilidade U.A.;2,33
CSATWCDOCE;AT: CS Web Corporate Documentos Extranet;237
CSONASINCPA;ON: CS Advanced Sincro Posto;40
CSONMWEGES20;ON(m): CS Web Enterprise Gestão 6a20 U.A.;8,83
CSAORCAPR;CS Advanced Orçamento p/ Gestão Rede;2208
CSONWECONT20;ON: CS Web Enterprise Contabilidade 6a20 U.A.;37
CSSAWAEQUIE;SA: CS Web Advanced Equipa Extranet;439
CSSAELETR;SA: CS Enterprise Letras Rede;1246
CSONMCGESCLSAM;ON(m): CS Corporate Gestão Clientes Srv.Adic.Mono;3,08
CSONMCDE;ON(m): CS Corporate Documentos Eletrónicos;5,83
CSATDALOGIGUA;AT: CS Desktop Advanced Logística p/ Gestão U.A.;66
CSSAASMS;SA: CS Advanced SMS;100
CSONEORCAPSA;ON: CS Enterprise Orçamento p/ Gestão Srv.Adic.;177
CSONDCSUPSTUA;ON: CS Desktop Corporate Suporte + Stocks U.A.;15
RENOVAFIN;Renovação Certificação PHC CS Financeira;70
CSSAAIMOVR;SA: CS Advanced Imóveis Rede;729
CSONCOCUGSAR;ON: CS Corporate Ocupação p/ Gestão Srv.Adic.Rede;68
CSSADECONS5;SA: CS Desktop Enterprise Consolidação 1a5 U.A.;176
CSONCSERVGR;ON: CS Corporate Serviços Rede;101
CSONMDCEQPMGUA;ON(m): CS Desktop Corporate Equipamento p/ Gestão U.A.;0,42
CSONWEGREG20;ON: CS Web Enterprise Grelhas p/ Gestão 6a20 U.A.;7
CSONECLIR;ON: CS Enterprise Clínica Rede;789
CSATWEEB2B;AT: CS Web Enterprise E-Commerce B2B;1426
CSWEIMOB5;CS Web Enterprise Imobilizado 1a5 U.A.;370
CSSADASC21;SA: CS Desktop Advanced Safe Credit U.A.;7
CSSACRES5P;SA: CS Corporate Restauração 2a5 Postos;132
CSSAESUPR;SA: CS Enterprise Suporte Rede;1986
CSONWASUPUA;ON: CS Web Advanced Suporte U.A.;21
CSSADESC20;SA: CS Desktop Enterprise Safe Credit 6a20 U.A.;9
CSSAEPROJR;SA: CS Enterprise Projeto p/ Gestão Rede;2462
CSDEVENC21;CS Desktop Enterprise Vencimentos +20 U.A.;135
CSDECONS5;CS Desktop Enterprise Consolidação 1a5 U.A.;533
CSSAAESTS;SA: CS Advanced Estações de Serviço;302
CSATDADOCBUA;AT: CS Desktop Advanced Documentos + BPM U.A.;77
CSSAWCEQUIE;SA: CS Web Corporate Equipa Extranet;189
CSSADEFORM5;SA: CS Desktop Enterprise Formação 1a5 U.A.;180
CSATWEECOG5;AT: CS Web Enterprise Ecovalor p/ Gestão 1a5 U.A.;43
CSSADESERVG21;SA: CS Desktop Enterprise Serviços +20 U.A.;9
CSATEMEDIPR;AT: CS Enterprise Medição p/ Gestão Rede;1599
CSONDEQUALI20;ON: CS Desktop Enterprise Qualidade 6a20 U.A.;36
CSAINT;CS Advanced Intrastat;1446
CSSAEMULTR10P;SA: CS Enterprise Multilingua p/ Restauração 1a10 Postos;50
CSCCONTPM;CS Corporate Controlo p/ Gestão Mono;686
CSONMDAMEDIPUA;ON(m): CS Desktop Advanced Medição p/ Gestão U.A.;2,33
CSONMCMULT;ON(m): CS Corporate Multilingua;6,83
CSSAAXLPA;SA: CS Advanced XL Posto Adic.;39
CSONACRMSA;ON: CS Advanced CRM Srv.Adic.;204
CSONMAEDIBSA;ON(m): CS Advanced EDI Broker Srv.Adic.;3,08
CSSAWCGES120;SA: CS Web Corporate Gestão 1a20 U.A.;28
CSONCGAIM;ON: CS Corporate GenAI mono;59
CSCPGLOW;CS Web Corporate Global Web;3591
CSDECAR20;CS Desktop Enterprise Careers 6a20 U.A.;271
CSONMCDOCM;ON(m): CS Corporate Documentos Mono;11,75
CSATWCEQUIE;AT: CS Web Corporate Equipa Extranet;286
CSMELOTUA;CS Manufactor Executive Lotes U.A.;150
CSONEGREGSA;ON: CS Enterprise Grelhas p/ Gestão Srv.Adic.;70
CSSAAQUALIR;SA: CS Advanced Qualidade Rede;729
CSCPGCRMM;CS Corporate Gestão Completo + CRM Comercial Mono;2284
CSONDCMEDIPUA;ON: CS Desktop Corporate Medição p/ Gestão U.A.;17
CSETERMP;CS Enterprise Terminais Portáteis;3046
CSONDESUP20;ON: CS Desktop Enterprise Suporte 6a20 U.A.;51
CSONEPLANPR;ON: CS Enterprise Planeamento p/ Gestão Rede;254
CSSAWEEQPMG21;SA: CS Web Enterprise Equipamento p/ Gestão +20 U.A.;6
CSSADEFROT5;SA: CS Desktop Enterprise Frota 1a5 U.A.;126
CSCFAT3P;CS Corporate Faturação 2a3 Postos;349
CSCINT;CS Corporate Intrastat;760
CSONADEN;ON: CS Advanced Denúncias;127
CSAGAISA;CS Advanced GenAI Srv.Adic.;267
CSDAGAI100;CS Desktop Advanced GenAI 21a100 U.A.;22
CSONDEQUADB5;ON: CS Desktop Enterprise Qualidade+Documentos+BPM 1a5 U.A.;103
CSATAPLANPSA;AT: CS Advanced Planeamento p/ Gestão Srv.Adic.;267
CSONWECAR400;ON: CS Web Enterprise Careers 101a400 U.A.;3
CSONMMEPLATI;ON(m): CS Manufactor Executive Platform Intranet;2,67
CSONMECONTR;ON(m): CS Enterprise Contabilidade Rede;91,58
CSATCECOGSAM;AT: CS Corporate Ecovalor p/ Gestão Srv.Adic.Mono;115
CSSAWEECOG21;SA: CS Web Enterprise Ecovalor p/ Gestão +20 U.A.;6
CSONAECOGSA;ON: CS Advanced Ecovalor p/ Gestão Srv.Adic.;53
CSONMATERMPSA;ON(m): CS Advanced Terminais Portáteis Srv.Adic.;11,17
CSONDAFORMUA;ON: CS Desktop Advanced Formação U.A.;28
CSALOTGSA;CS Advanced Lotes p/ Gestão Srv.Adic.;920
CSATWAFORMUA;AT: CS Web Advanced Formação U.A.;57
CSONMMEPLASA;ON(m): CS Manufactor Executive Planning Srv.Adic.;47
CSEMESTSPA;CS Enterprise Multi Estação Serviço Posto Adic.;801
CSATWECOLAB401;AT: CS Web Enterprise Colaborador +400 U.A.;5
CSONCOBRGSAM;ON: CS Corporate Obras p/ Gestão Srv.Adic.Mono;56
CSSACCRMM;SA: CS Corporate CRM Mono;302
CSONMAMESTS1P;ON(m): CS Advanced Multi Estação Serviço 1º Posto;7,58
CSONMCSUPR;ON(m): CS Corporate Suporte Rede;19,75
CSONMCSUPSTR;ON(m): CS Corporate Suporte + Stocks Rede;23,08
CSONCSERVGSAM;ON: CS Corporate Serviços Srv.Adic.Mono;43
CSATCPOS5P;AT: CS Corporate POS 2a5 Postos;200
CSONDAIECAGUA;ON: CS Desktop Advanced IEC Álcool p/ Gestão U.A.;7
CSATWECOLAB20;AT: CS Web Enterprise Colaborador 6a20 U.A.;45
CSONMCRGPD;ON(m): CS Corporate RGPD;5,83
CSSADEGAI100;SA: CS Desktop Enterprise GenAI 21a100 U.A.;16
CSONCGESCLM;ON: CS Corporate Gestão Clientes Mono;74
CSONDEIECAG21;ON: CS Desktop Enterprise IEC Álcool p/ Gestão +20 U.A.;5
CSONCGAISAM;ON: CS Corporate GenAI Srv.Adic.Mono;30
CSDAORCAPUA;CS Desktop Advanced Orçamento p/ Gestão U.A.;151
CSONMECONTPR;ON(m): CS Enterprise Controlo p/ Gestão Rede;21,17
CSONMACON;ON(m): CS Advanced Conector;22,33
CSATDCCONTUA;AT: CS Desktop Corporate Contabilidade U.A.;35
CSCORCAPR;CS Corporate Orçamento p/ Gestão Rede;1737
CSONCGREGSAM;ON: CS Corporate Grelhas p/ Gestão Srv.Adic.Mono;43
CSONCSUPR;ON: CS Corporate Suporte Rede;237
CSSAECONSR;SA: CS Enterprise Consolidação Rede;1960
CSONCSMS;ON: CS Corporate SMS;56
CSCGREGSAM;CS Corporate Grelhas p/ Gestão Srv.Adic.Mono;230
CSDECONTP20;CS Desktop Enterprise Controlo p/ Gestão 6a20 U.A.;56
CSATAMULT;AT: CS Advanced Multilingua;396
CSONDEGAI20;ON: CS Desktop Enterprise GenAI 6a20 U.A.;13
CSSADEIMOV21;SA: CS Desktop Enterprise Imóveis +20 U.A.;53
CSONEDOCBSA;ON: CS Enterprise Documentos + BPM Srv.Adic.;210
CSEGREP21P;CS Enterprise Grelhas p/ POS +20 Postos;78
CSEIMOBSA;CS Enterprise Imobilizado Srv.Adic.;1781
